"Connection
Origin",,"Connection
Termination",,"Data
Type","Article
Reported
Value","Article
Selected
Value?","Selected
Value
Date","Site Size
Relative
To Region","Site
Extension","Extended
Regions","Pathway
Tracer","Male or
Female","Primary
Collator","Additional
Collator",Reference Article,"Regional
Nomenclature
Applied","Additional
Annotations"
one,VISlla,one,LA,antero,v.weak,no,,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Bota, M.","Swanson, L.W.",McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. notes that injection site too large to interpret positive results (Fig. 4C). No other injection in the paper clearly labels VISlla."
one,VISlla,one,PA,antero,absent,no,,small-med,large,"VISli, VISal, VISlm",PHAL,male,"Bota, M.","Swanson, L.W.",McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Bota et al. (2015). The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla; no mention is made of a projection to PA (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISlla,one,EPv,retro,absent,no,,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1980) J. Comp. Neurol. 194:267-289.,other,See p. 279 and Fig. 10 (case RV23).
one,VISlla,one,EPd,retro,absent,no,,medium,no,,HRP,unreported,"Swanson, L.W.",,Ottersen (1980) J. Comp. Neurol. 194:267-289.,other,"See p. 279 and Fig. 10 (case RV23). Confirmed in Ottersen (1982) J. Comp. Neurol. 205:30-48, p. 38 and Fig. 20, Case RD26."
one,VISll,one,MOB,unknown,absent,no,,unreported,unreported,unclear,Other (not listed),unreported,"Bota, M.","Swanson, L.W.",None available.,,Bota et al. (2015).
one,VISll,one,AOB,unknown,absent,no,,unreported,unreported,unclear,Other (not listed),unreported,"Bota, M.","Swanson, L.W.",None available.,,Bota et al. (2015).
one,VISll,one,PIR,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,COAa,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,COAa,retro,absent,no,,medium,small-med,COApl,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see p. 36. Whole brain examined (p. 47).
one,VISll,one,COApm,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,COApm,retro,absent,no,,medium,small-med,"TR, ENTl",HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see Fig. 8. Whole brain examined (p. 47).
one,VISll,one,COApl,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,COApl,retro,absent,no,,medium,small-med,COApl,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see p. 35 (experiment RB52). Whole brain examined (p. 47).
one,VISll,one,NLOT,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PAA,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,TR,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,TR,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection appears centered in VISll; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A projection to TR was not observed.
one,VISll,one,DG,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,DG,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection appears centered in VISll; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A projection to DG was not observed.
one,VISll,one,CA3,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,CA3,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISll,one,CA2,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,CA2,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISll,one,CA1v,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,CA1v,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISll,one,CA1d,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,CA1d,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISll,one,SUBv,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,SUBv,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISll,one,SUBd,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PAR,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PAR,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,PRE,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PRE,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,POST,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,POST,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,ENTm,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,ENTm,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,ENTl,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,ENTl,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,ILA,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Bota, M.","Swanson, L.W.",Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),"Bota et al. (2015); see Fig. 8T,U."
one,VISll,one,PL,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PL,antero,exists,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A labeled projection to PL is mentioned on p. 46.
one,VISll,one,ACAd,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,ACAd,antero,exists,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A labeled projection to ACAd (their Cg1) is mentioned on p. 46.
one,VISll,one,RSPv,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (2003) J. Comp. Neurol. 463:249-263.,other,See pp. 255-256 & Fig. 7.
one,VISll,one,RSPv,unknown,weak-mod,no,,unreported,unreported,unclear,Other (not listed),unreported,"Bota, M.","Swanson, L.W.",None available.,,Bota et al. (2015); different value selected for RCAMv2
one,VISll,one,RSPv.a,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,RSPv.a,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1990) J. Comp. Neurol. 300:593-606.,other,See Fig. 7 & p. 600.
one,VISll,one,RSPv.b/c,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (2003) J. Comp. Neurol. 463:249-263.,other,See pp. 255-256 & Figs. 5D & 7.
one,VISll,one,RSPd,retro,absent,no,,medium,v.small,RSPagl,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1992) J. Comp. Neurol. 315:200-216.,other,"See Fig. 2G (compare with Swanson, 2004, Atlas Level 39) & p. 202."
one,VISll,one,RSPagl,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection appears centered in VISll; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A projection to RSPagl was not observed.
one,VISll,one,AIv,retro,absent,no,,large,large,"AId, CLA",Fluoro-Gold,male,"Swanson, L.W.",,Jasmin et al. (2004) J. Comp. Neurol. 468:425-440.,other,See p. 430.
one,VISll,one,AId,retro,absent,no,,large,large,"AId, CLA",Fluoro-Gold,male,"Swanson, L.W.",,Jasmin et al. (2004) J. Comp. Neurol. 468:425-440.,other,See p. 430.
one,VISll,one,AIp,retro,absent,no,,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISll,one,GU,retro,absent,no,,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISll,one,VISC,retro,absent,no,,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISll,one,ORBv,retro,absent,no,,large,small,ORBl,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,"Bota et al. (2015). See p. 223 & Fig. 5A for injection; compare with Swanson (2004) Atlas Level 5 (left), where ORBv is mislabeled ORBvl. VISll is considerably caudal to the most caudal level illustrated (4 or 5 levels); compare Swanson (2004) Atlas Levels 38 & 39 with 43."
one,VISll,one,ORBvl,antero,exists,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Injection appears centered in VISll but is too large (encroaches on adjacent regions) to interpret; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44, and see p. 46."
one,VISll,one,ORBm,retro,absent,no,,small-med,no,,Diamidino Yellow,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,Bota et al. (2015). See Fig. 1 (no retrograde labeling reported in visual areas).
one,VISll,one,ORBl,retro,absent,no,,large,small-med,AId,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,"Bota et al. (2015). See Figs. 6, 7."
left,VISll,left,MOp,retro,absent,no,,medium,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1990) J. Comp. Neurol. 294:262-280.,other,No retrograde label caudal to Fig. 4H (see p. 269); compare with Swanson (2004) Atlas Level 26.
one,VISll,one,MOp,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,MOp,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection appears centered in VISll; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A projection to MOp (their Fr1) was not observed.
one,VISll,one,MOs,antero,mod-strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,MOs,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,Hoover & Vertes (2007) Brain Struct. Funct. 212:149-179.,Swanson BM2 (1998),See Fig. 1V.
one,VISll,one,SSp,antero,weak,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,SSp,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. PHAL-labeling in Fig. 6A (their Par1) is probably in layer 6b; labeling in their Par1 (SSp of Swanson, 2004) is not mentioned in the text (p. 46)."
one,VISll,one,SSp,retro,absent,no,,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Reep et al. (1994) Exp. Brain Res. 100:67-84.,other,See Fig. 7 & p. 75.
one,VISll,one,SSs,antero,weak,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,SSs,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. PHAL-labeling in Fig. 6A (their Par2) is in auditory areas and TEa, and not SSs (their Par2), and in the text (p. 46) labeling from the injection site is said to be restricted to this caudal region; compare Fig. 6A with Swanson (2004) Atlas Level 30."
one,VISll,one,PTLp,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PERI,antero,strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PERI,antero,strong,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,ECT,antero,mod-strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,ECT,antero,mod-strong,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,TEa,antero,strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,TEa,antero,moderate,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44.
one,VISll,one,AUDv,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,AUDv,antero,moderate,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For AUDv see Fig. 6B; compare with Swanson (2004) Atlas Level 34.
one,VISll,one,AUDp,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,AUDp,antero,moderate,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For AUDp see Fig. 6B; compare with Swanson (2004) Atlas Level 34.
one,VISll,one,AUDd,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,AUDd,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For AUDd see Fig. 6B; compare with Swanson (2004) Atlas Level 34.
right,VISll,right,VISrl,retro,absent,no,,large,small-med,"PTLp, SSp",WGA-HRP,unreported,"Swanson, L.W.",,Malach (1989) J. Neurosci. 9:3741-3752.,other,See Fig. 6 (compare with Fig. 1) and p. 3747.
